,function_class,function_id,int,lr2,max,eps_ratio,disp,nbc
55,1,2,24063576.38641965,0.6559261862698288,3434431.050540132,6.011011011011011,0.8862822211176016,-0.42724038552942933
56,1,2,24167122.648775943,0.8028967020251963,5155206.739235475,6.03103103103103,0.9131464177559342,-0.37408431097431166
57,1,2,24190952.866691433,0.7435726987738287,4157775.4119711765,5.97097097097097,0.885309330134817,-0.3923752318987481
58,1,2,36912380.63990249,0.8783792183839453,7398186.208385213,6.171171171171171,0.9040010992775166,-0.3855011304631149
59,1,2,27983260.700043507,0.8418377611857543,6157306.354291945,6.07107107107107,0.8809705222448728,-0.3616025220392577
60,1,2,25527394.565635316,0.7172219945140951,3097933.2101295935,5.97097097097097,0.8871379921964023,-0.4052241944820911
61,1,2,18840510.553949617,0.28137566790496793,1294610.3505056202,5.91091091091091,0.9090368867017473,-0.4726545424210436
62,1,2,21090072.094840217,0.46317238984980835,2410506.7401613244,5.930930930930931,0.910013100281804,-0.44980017924533755
63,1,2,32291775.968674075,0.813926680822789,6227391.382990568,6.091091091091091,0.9082999309029314,-0.3688063238507281
64,1,2,22601884.50431735,0.46950179341669807,2079249.0250403357,5.930930930930931,0.8833530468203085,-0.4427910836447544
65,1,2,18170220.285795003,0.44314147823439076,2384558.0259431396,5.870870870870871,0.9128590434773886,-0.43494197540811935
66,1,2,21264018.284600366,0.5684651301551433,2343286.063777397,5.950950950950951,0.9006181312844059,-0.4347676971504848
67,1,2,28562882.979944967,0.8391425428660899,5464771.59075356,6.05105105105105,0.8672972646779713,-0.3743596825508363
68,1,2,37311223.41035793,0.8633912022919212,6984176.797162056,6.15115115115115,0.9171094930072614,-0.37277405920443374
69,1,2,19638187.911376305,0.5210627368649401,2306253.4835600858,5.89089089089089,0.9227084728496643,-0.42862941025535994
70,1,2,22116332.979980938,0.617187734834821,2924219.867792913,5.930930930930931,0.8829657783942659,-0.41810787006587424
71,1,2,28595950.037948646,0.7248548261213955,3164517.0557541475,6.05105105105105,0.8768486842628925,-0.426179838375949
72,1,2,20317092.76685355,0.5746387449284192,2464769.4175833133,5.950950950950951,0.8733625107069172,-0.4248890706879002
73,1,2,28078773.258757412,0.8506700047897394,6447343.155086189,6.11111111111111,0.9068379144084849,-0.3589571500792775
74,1,2,29739220.834981445,0.8396898769183526,5821426.249068783,6.091091091091091,0.9207291531059267,-0.38784676761725656
75,1,2,25597229.072385564,0.7858453869697277,4784229.475135373,6.011011011011011,0.9131307365388303,-0.39018970811015974
76,1,2,18998981.66793744,0.47191154460700546,2630364.5196006782,5.91091091091091,0.8925983283151773,-0.3982840087075968
77,1,2,25418924.32356175,0.707402106763052,3916307.733713534,6.011011011011011,0.8888591059165573,-0.38840579591884666
78,1,2,36255971.131963044,0.8850431727860261,7175088.540604188,6.15115115115115,0.8723601632808731,-0.3846693687629318
79,1,2,29161403.04937591,0.812715366896883,6379534.000137447,6.07107107107107,0.8978667916277058,-0.3547880665418729
80,1,2,26866253.56896931,0.746878102868614,4742615.386474303,6.03103103103103,0.8885184706345806,-0.37352242220150833
81,1,2,35692913.08958361,0.867520333593871,7377041.230316492,6.13113113113113,0.9080268558756153,-0.3550234665141755
82,1,2,16400498.737961112,0.01608472560349694,284119.9303039493,5.870870870870871,0.9311817830298479,-0.5032491698946467
83,1,2,19081107.656127386,0.35146628003092417,2008888.9667638363,5.930930930930931,0.8820361582832132,-0.4426153528456448
84,1,2,35232567.607432306,0.8684644272069573,7620441.234885808,6.13113113113113,0.8678686744214581,-0.3605431600145905
85,1,2,32263905.159421377,0.8006620605004655,5159763.146759649,6.11111111111111,0.8922771022040775,-0.38138573479342486
86,1,2,29654048.324218217,0.82948618819228,4603345.2534726085,6.07107107107107,0.9156821752929373,-0.4058830621806806
87,1,2,21767584.40120543,0.6541084306995373,3162082.873067658,5.950950950950951,0.896376893394376,-0.40678793887587605
88,1,2,27585714.025582306,0.7998181005498495,6097221.731344905,6.07107107107107,0.8970834227248057,-0.3479212876440021
89,1,2,22681064.413307015,0.6110035965083566,2932757.327450201,5.97097097097097,0.9068030829218359,-0.4303122354827401
90,1,2,19981801.74615665,0.40481860604833964,1681895.1717775224,5.91091091091091,0.8879938710703698,-0.4507841800632032
91,1,2,19689328.54987265,0.3262768770465009,1344655.5923358405,5.930930930930931,0.8705688371565263,-0.46782268937945126
92,1,2,20601733.47880544,0.353541915535724,1637030.9012450748,5.91091091091091,0.8946861011674255,-0.4562117102154511
93,1,2,21304232.19692519,0.639193465722697,3216176.769186224,5.930930930930931,0.9245945688465919,-0.41090163563466614
94,1,2,36712862.12073226,0.8357804722728933,6131160.631114984,6.13113113113113,0.8934495733832186,-0.37797484433712014
95,1,2,23147066.908456925,0.6841540198477529,4388517.389113362,5.99099099099099,0.8907243776274312,-0.3703746647762055
96,1,2,21442265.963846076,0.4933569793038197,1714196.7152150772,5.930930930930931,0.9057485385259932,-0.44247998737144334
97,1,2,28013471.91655953,0.8316954214791822,5675057.743916416,6.05105105105105,0.8925069831666506,-0.393939162928861
98,1,2,21180708.13558823,0.4466861211668859,1950026.3426557947,5.950950950950951,0.8991971284476369,-0.45690674252012115
99,1,2,26095139.505831733,0.730482640025895,3675108.597911758,6.011011011011011,0.9050720908263867,-0.4202132550746351
100,1,3,2858.744668303572,0.6881109138523526,376.0910254877114,2.0470470470470468,0.8185880901926279,-0.41082611249525763
101,1,3,3781.0335671308508,0.6681482371451408,648.8087239863107,2.207207207207207,0.8279911363520831,-0.36375265443978244
102,1,3,2416.679197589514,0.621578917739411,117.24081431924739,1.7467467467467466,0.8287711231979953,-0.46012956144878764
103,1,3,3168.763516089399,0.6638029152371736,587.5731909898944,2.087087087087087,0.8004496421293313,-0.3469291804021944
104,1,3,2118.421165590367,0.6780782800665428,204.09691060049238,1.7467467467467466,0.8254922978395673,-0.3936236595934276
105,1,3,2663.3242210863405,0.6433556225399537,578.2439791795845,2.0470470470470468,0.8139685359269119,-0.3523796644358489
106,1,3,2841.640493237189,0.6563221584799307,447.60595693000954,1.9869869869869872,0.8117004106807869,-0.3794177830393203
107,1,3,3453.9727231964325,0.6514701622370009,251.4622766444534,1.8468468468468469,0.8279472989195128,-0.4066900490724301
108,1,3,2112.715579994279,0.603445192643892,335.05472382417037,1.7467467467467466,0.7941843697017776,-0.3476718618454081
109,1,3,3454.8849927740716,0.6431764587797254,601.7873468480742,2.1871871871871873,0.8259791007514165,-0.3772373648265724
110,1,3,3017.8411029553135,0.7151693840057918,556.5437103182851,1.926926926926927,0.8145126591583087,-0.347232545188609
111,1,3,4479.075992107725,0.6622712136902436,449.0588707477722,2.207207207207207,0.8593057798810253,-0.39855792957563
112,1,3,2600.7609982506215,0.6307852956245923,215.41566791197707,1.866866866866867,0.8292048044484546,-0.42908125113595796
113,1,3,1931.3508878121538,0.6152837622775715,127.58636443266964,1.7067067067067068,0.8417912371120766,-0.4454087592746913
114,1,3,3791.271604486048,0.6319903719173017,528.5137247568887,2.167167167167167,0.8312412325149398,-0.3638778463109238
115,1,3,2008.875965332994,0.6083480328246771,185.5903068447365,1.7467467467467466,0.8393410846052407,-0.4312772648950124
116,1,3,1415.8471668952782,0.5749607899217016,73.46436929622969,1.5065065065065066,0.8139019534902491,-0.46651069059090633
117,1,3,1866.2216761199143,0.6235911366239102,183.54629983677606,1.646646646646647,0.8252676029256002,-0.41981434111104127
118,1,3,2692.026489894449,0.6224217188000807,161.67122099696044,1.8068068068068068,0.8156994445503754,-0.41103648605047277
119,1,3,1449.4212149415991,0.5661747686273082,67.4790087051776,1.406406406406406,0.802916396560635,-0.4698509367472623
120,1,3,4274.903340179963,0.7062141291843564,493.1365934920149,2.1871871871871873,0.8364119997299958,-0.4056597846962849
121,1,3,2788.556850138714,0.6815713642188812,501.7931518180342,1.926926926926927,0.8026274756562913,-0.34606512027498804
122,1,3,2822.8110963436857,0.6675530765590902,273.8374982951043,1.9069069069069071,0.8356177836173686,-0.4217382032757473
123,1,3,2787.6016767335213,0.6128110914459314,350.4735316787759,2.1471471471471473,0.8392779313887911,-0.4185976786966902
124,1,3,1790.3602477558388,0.6709853480881778,183.54475687747896,1.6066066066066067,0.8445163960368051,-0.42160366450926773
125,1,3,3433.9583164516503,0.6535280362426996,619.4675210733627,2.1471471471471473,0.8272121353803592,-0.35620021407562685
126,1,3,1980.8706125362376,0.6745090410277227,253.26294549238233,1.7067067067067068,0.7951795480597509,-0.38369038288098445
127,1,3,3351.499554997674,0.6997174351820177,475.5992330664406,2.067067067067067,0.83570975475117,-0.3914675311118665
128,1,3,2420.262741269459,0.6632599386349112,177.28095459977482,1.826826826826827,0.815366127877729,-0.45010404337682824
129,1,3,3179.008979208571,0.6624048401206778,589.3104686087177,2.0070070070070067,0.8389343022194248,-0.32740591798549534
130,1,3,1963.6502099085126,0.593141384599551,213.70513149891747,1.7867867867867866,0.8012447325993994,-0.39730678446281487
131,1,3,3073.768680512116,0.7225687778179438,786.7962177727467,1.9869869869869872,0.8324365728960912,-0.3043030440733985
132,1,3,3838.4420554155236,0.6307440324455047,380.5503559544158,2.127127127127127,0.8213726649517352,-0.4181191749669799
133,1,3,3824.009934037435,0.6735264322215008,691.9284164912631,2.207207207207207,0.8278740741719924,-0.37040928935310863
134,1,3,3890.695630246806,0.7230305095158995,424.1346155423184,2.167167167167167,0.8473480560526797,-0.4093891134640459
135,1,3,3807.525993547508,0.6477890986171857,370.2244748028391,2.207207207207207,0.82926349951075,-0.40569557473214235
136,1,3,3406.1684264838095,0.6217767547385282,417.13547550156665,2.1471471471471473,0.8384956352499597,-0.38207497577713134
137,1,3,4161.06297283082,0.7204216032049306,809.7126549584699,2.2272272272272273,0.8256849866082803,-0.36658701066895294
138,1,3,2964.532323723193,0.6200252126067659,229.47582417186507,1.926926926926927,0.8473728641874665,-0.42282760599680946
139,1,3,1506.432510059558,0.6298766798658666,66.31113805503236,1.4464464464464466,0.8213643053487816,-0.4901951090477352
140,1,3,2735.1911794459843,0.6799480731558118,225.1704254175661,1.926926926926927,0.8293513940532581,-0.41585388314851934
141,1,3,1783.894863069394,0.72208467921421,248.70049603217862,1.866866866866867,0.8173382200119965,-0.41611110490943515
142,1,3,3778.3031605844094,0.7194600135097271,605.2593053877964,2.1071071071071072,0.8232204507949495,-0.3611427484036513
143,1,3,2500.6970121300365,0.6636678149917732,187.84718762936842,1.8868868868868869,0.8476930577001509,-0.4287029186508057
144,1,3,1972.3723434496271,0.6070419090374307,188.30832926543675,1.7267267267267268,0.8413149676550108,-0.40558633223519214
145,1,3,4276.6464279321535,0.661498785933953,554.6988027352538,2.1871871871871873,0.8220178746777868,-0.36926137915506385
146,1,3,2600.206579304709,0.6321715447985394,515.7978202671936,1.8468468468468469,0.8229499426226887,-0.31998982676135634
147,1,3,1926.2188428368886,0.6021575450133836,170.13865137189632,1.7467467467467466,0.8168937674883385,-0.43672954989124585
148,1,3,4415.9104235613995,0.7040916853510089,698.4037765009707,2.307307307307307,0.8293615147160258,-0.3614165304814948
149,1,3,3397.3750237134036,0.6382788860106275,454.045216311712,2.067067067067067,0.8143789388686465,-0.38743999353936875
150,1,4,6685.000080649489,0.575894915143174,1058.9170360597857,2.547547547547547,0.8215369718826115,-0.3886879659144753
151,1,4,7704.134935627707,0.5929123410245795,1093.993421931002,2.507507507507507,0.818329868980147,-0.39019867628815463
152,1,4,4869.550756184378,0.5724774717767607,993.908074326179,2.3273273273273274,0.83027675197055,-0.33847286535570653
153,1,4,5264.610969123415,0.5519102720229958,739.5732607364462,2.387387387387387,0.8477407436480808,-0.40295346727533154
154,1,4,6193.285224965811,0.4802264101292927,639.4653910352292,2.467467467467467,0.8237251126473313,-0.40204822246932415
155,1,4,5992.535963436333,0.5177074230002283,883.5949564177241,2.4474474474474475,0.8159121428962347,-0.40004472412581377
156,1,4,5605.000109421152,0.5042040307747813,461.66176998304934,2.347347347347347,0.855988481437925,-0.4424516848481693
157,1,4,5215.248034440799,0.47933042935388825,661.5170639732218,2.2272272272272273,0.8266800253972739,-0.3744982421877787
158,1,4,8717.721210396481,0.5562444926864182,985.8838817963111,2.607607607607607,0.8317461502748759,-0.4251955813021838
159,1,4,5459.621418157974,0.4814128116390868,752.5763047469878,2.4474474474474475,0.8271934346003764,-0.39777816408562483
160,1,4,6619.4414699565705,0.5562228060797008,746.1497061096668,2.467467467467467,0.8528865358623424,-0.41556732422054776
161,1,4,7044.1521843168675,0.529194270352639,790.124864642169,2.507507507507507,0.8475868977181149,-0.41597775373013524
162,1,4,5927.378131143192,0.5591141811431222,1158.276370865875,2.427427427427427,0.8281744590947362,-0.3640146506423815
163,1,4,4880.080243980682,0.44034361726642846,557.1707463375801,2.387387387387387,0.8443332463348386,-0.41915643211809106
164,1,4,5902.0580645728105,0.49525092481914046,520.4406695614996,2.387387387387387,0.8394349168584515,-0.43110552075477704
165,1,4,8497.645750352887,0.6024851767530097,1414.3484724719463,2.5875875875875876,0.8355850889716333,-0.3906225611148746
166,1,4,10038.622018453741,0.5701193990171038,1056.3930138662497,2.647647647647647,0.8624676757406848,-0.43585973725975324
167,1,4,5241.609127452595,0.5293960712306063,741.9481948058014,2.427427427427427,0.8173140966551874,-0.3891663937709765
168,1,4,7428.522066014825,0.5729776680389043,1147.6903206339719,2.507507507507507,0.829998712137357,-0.37028619115571126
169,1,4,8095.582752392025,0.5513579655187169,1040.920644054223,2.5675675675675675,0.8232296390933402,-0.39858793703489315
170,1,4,4123.265947137263,0.41725346305203037,291.7903741311661,2.2272272272272273,0.8305714068703852,-0.41929011128711147
171,1,4,6708.287372621635,0.5811993404941566,938.169229656001,2.427427427427427,0.8309845733612932,-0.40722390959306964
172,1,4,6630.655835105388,0.5366789058854586,908.918699995081,2.4874874874874875,0.8261576958362088,-0.37748567480318296
173,1,4,3305.8149688845833,0.41448675742145846,401.4198107838234,2.267267267267267,0.806413819442582,-0.42340601427347
174,1,4,4748.2236512942845,0.4912795303064791,585.9123801587838,2.307307307307307,0.828218927603304,-0.40786104299541204
175,1,4,6221.227060919288,0.543286042415742,840.5573162968392,2.467467467467467,0.8422147640427591,-0.39370328983927594
176,1,4,8120.374111621871,0.5547244984022232,741.8260979500674,2.547547547547547,0.8241238464508764,-0.42592033138344787
177,1,4,6190.271839971434,0.5290409678838799,944.597634173456,2.4074074074074074,0.854974627638941,-0.387825670425191
178,1,4,5798.601414783273,0.5304335879957376,886.0241890156057,2.387387387387387,0.8285525147365265,-0.39523079909728587
179,1,4,4917.562024715277,0.4839594830315218,338.6204767009568,2.2872872872872874,0.8293757105058894,-0.4415841483518126
180,1,4,7290.292176377357,0.550619800276339,818.0085020641089,2.507507507507507,0.8399627702203989,-0.42734120108450574
181,1,4,8322.789511793151,0.5520463914985492,796.3785319427416,2.5875875875875876,0.8302952566832503,-0.4178958013875129
182,1,4,5986.049471055856,0.5221596086573765,536.531380553288,2.4074074074074074,0.8486452944656299,-0.4357279752184747
183,1,4,4632.574625697392,0.4805461849133056,537.5540698023925,2.3673673673673674,0.8291154934038416,-0.4168962542330627
184,1,4,5819.657922046927,0.5459502371001304,984.2682299550314,2.387387387387387,0.8367892231031676,-0.37946574798941424
185,1,4,5984.057141890252,0.5077890945910881,578.6232973800347,2.4474474474474475,0.843447453950659,-0.4186180024716979
186,1,4,3841.737282654848,0.40229355350046103,251.0293512556029,2.1871871871871873,0.8470653560349932,-0.44974804872122054
187,1,4,6876.272645615738,0.5534175254647398,811.363269223792,2.4874874874874875,0.840217923736617,-0.40073913121826266
188,1,4,5215.279898064176,0.46436352134679026,451.3182156953474,2.3273273273273274,0.8315254300404811,-0.40742250513582823
189,1,4,8185.849923502037,0.5655431563066265,820.8668723814322,2.5875875875875876,0.8366813042525694,-0.42067084104295216
190,1,4,6033.283951339901,0.5191022857676137,700.2384409625726,2.4874874874874875,0.8260631357712159,-0.394635730957117
191,1,4,4611.070962132984,0.4559413568759455,515.5621406541629,2.4074074074074074,0.8254888940017068,-0.41707419737564566
192,1,4,3489.857344804957,0.3565033977566817,262.5048181227358,2.1071071071071072,0.8243557564320306,-0.4223392205740515
193,1,4,6143.329587512609,0.5611834391656514,1081.058366506871,2.4874874874874875,0.8212400262017087,-0.367097076253612
194,1,4,4576.646525944594,0.5053776107028021,556.7139345167196,2.3273273273273274,0.8376487969699048,-0.41591705518898814
195,1,4,5007.581796447425,0.4518675980922676,353.2933367156591,2.2872872872872874,0.8329483572900189,-0.4389243253105347
196,1,4,4853.56444495553,0.5564517180149942,837.6712021610291,2.3273273273273274,0.8383624083105526,-0.3766252773921047
197,1,4,6971.598732039933,0.5719155335978866,1233.3288139526726,2.507507507507507,0.807352649440915,-0.3692437530560425
198,1,4,6683.447750399429,0.5584914736786336,971.4066598100599,2.467467467467467,0.8255848289048712,-0.4007550804383765
199,1,4,3769.0452984709473,0.45569536425681956,480.38046149973496,2.167167167167167,0.8071791646975266,-0.3853313222635478
200,1,5,390.06612840895116,1.0,10.000000000000012,0.5855855855855853,0.8877704850257871,-0.43151235662744647
201,1,5,1055.2661284089513,1.0,10.000000000000005,0.5855855855855853,0.9072264652659825,-0.42863036005001925
202,1,5,465.9861284089511,1.0,10.000000000000018,0.5655655655655653,0.8953814356269588,-0.43838090202344804
203,1,5,1340.9461284089512,1.0,10.00000000000001,0.5655655655655653,0.9174585846534359,-0.4382470659494922
204,1,5,361.8261284089512,1.0,10.000000000000009,0.5655655655655653,0.9066190409620382,-0.4313638834311545
205,1,5,689.8961284089513,1.0,10.0,0.5455455455455454,0.8992961516745381,-0.4296401703318899
206,1,5,297.74612840895117,1.0,10.000000000000025,0.5855855855855853,0.9016235515051408,-0.42761198527310496
207,1,5,701.2461284089512,1.0,10.000000000000005,0.5455455455455454,0.9204083897099543,-0.4273479950420755
208,1,5,333.6661284089512,1.0,10.00000000000001,0.5455455455455454,0.8972542616066334,-0.4386593851051179
209,1,5,363.58612840895125,1.0,10.000000000000007,0.5655655655655653,0.9280712317219466,-0.4187599132546955
210,1,5,431.0161284089512,1.0,10.000000000000021,0.5855855855855853,0.9245486081618544,-0.4299687136857642
211,1,5,1233.7661284089513,1.0,10.000000000000007,0.6056056056056053,0.9170871911920446,-0.42648108296427434
212,1,5,440.86612840895117,1.0,10.000000000000016,0.6056056056056053,0.9160753288113623,-0.44352386608071664
213,1,5,499.69612840895115,1.0,10.000000000000004,0.5855855855855853,0.880768232827662,-0.43265526250252123
214,1,5,391.7461284089512,1.0,10.000000000000018,0.5855855855855853,0.8777828925988586,-0.4243341698016404
215,1,5,1369.7661284089513,1.0,10.000000000000018,0.5855855855855853,0.8844622988735479,-0.44905393549580513
216,1,5,1399.276128408951,1.0,10.000000000000005,0.5855855855855853,0.886588254365853,-0.42539223503196755
217,1,5,329.96612840895114,1.0,10.000000000000004,0.5655655655655653,0.9328091999656144,-0.416349221757529
218,1,5,318.7861284089512,1.0,10.00000000000002,0.6056056056056053,0.9324181527507154,-0.450213426145501
219,1,5,823.1861284089512,1.0,10.00000000000001,0.5455455455455454,0.8953216792279389,-0.44160038173188043
220,1,5,132.6861284089512,1.0,10.00000000000002,0.5855855855855853,0.9133755641929043,-0.425164255545164
221,1,5,434.5561284089511,1.0,10.00000000000001,0.5655655655655653,0.8538756432255348,-0.43994482876729474
222,1,5,211.04612840895118,1.0,10.000000000000021,0.5655655655655653,0.9019820758642095,-0.4265907139499987
223,1,5,557.1261284089512,1.0,10.000000000000016,0.5855855855855853,0.8914263293765029,-0.4260354854339219
224,1,5,425.87612840895116,1.0,10.000000000000009,0.5655655655655653,0.9207338540889521,-0.4267245472602245
225,1,5,348.9261284089511,1.0,10.000000000000018,0.5855855855855853,0.8937708508253573,-0.4251491071676591
226,1,5,511.0461284089512,1.0,10.000000000000012,0.5855855855855853,0.9202847381140795,-0.4397649783076696
227,1,5,476.79612840895123,1.0,10.000000000000016,0.5655655655655653,0.8817620982495787,-0.41133336517026003
228,1,5,316.7961284089512,1.0,9.999999999999998,0.5655655655655653,0.9021853261199186,-0.43880492706894153
229,1,5,301.9761284089511,1.0,10.000000000000007,0.5855855855855853,0.8624032342162496,-0.43096242564056325
230,1,5,214.75612840895118,1.0,10.000000000000012,0.5655655655655653,0.9060890200303265,-0.41752490422641586
231,1,5,418.1061284089511,1.0,10.000000000000002,0.5855855855855853,0.9218127126881928,-0.4325162642805427
232,1,5,461.78612840895113,1.0,10.000000000000025,0.5655655655655653,0.9229006394242267,-0.44224184882776263
233,1,5,512.1461284089512,1.0,10.000000000000007,0.5655655655655653,0.899658474762413,-0.4233886430451194
234,1,5,1399.2761284089513,1.0,10.000000000000014,0.5855855855855853,0.9260530119632213,-0.43718989996290425
235,1,5,641.456128408951,1.0,10.000000000000002,0.5855855855855853,0.9021596950495984,-0.4193688537480583
236,1,5,403.7261284089512,1.0,10.000000000000012,0.5655655655655653,0.8909204240161402,-0.42995544577092737
237,1,5,283.8461284089512,1.0,10.000000000000004,0.5855855855855853,0.9186158744864984,-0.4170550854825438
238,1,5,544.5361284089512,1.0,10.000000000000004,0.5655655655655653,0.9038235782753187,-0.41331695561531945
239,1,5,476.8861284089512,1.0,10.000000000000016,0.5855855855855853,0.8991491580845061,-0.4306064034107054
240,1,5,-45.77387159104884,1.0,10.000000000000004,0.5855855855855853,0.8915361881437424,-0.43597677907093724
